t,input_il6,Compound_2_Obs
460,0.1,15.9415575919171
460,0.1,16.0091556206372
460,0.5,15.7065302964159
460,0.5,15.6746195249656
460,1,15.6301692365986
460,1,15.5163594056853
460,2.5,14.7241299984716
460,2.5,14.775447575161
460,5,14.1689030622464
460,5,14.1576426553196
460,10,15.2805262587452
460,10,15.4265397791931
460,25,14.4778966680324
460,25,14.6291008708752
460,50,14.9702496027017
460,50,15.1235947466397
460,100,14.2643613688504
460,100,14.36573664386
460,500,13.9914405041867
460,500,14.0354260906266
