t,input_il6,Compound_2_Obs
1700,0.1,15.8375232590515
1700,0.1,15.8344872951082
1700,0.5,15.7062528513427
1700,0.5,15.7616585618684
1700,1,15.5503083633128
1700,1,15.5506200820022
1700,2.5,14.7516448790215
1700,2.5,14.7998471034068
1700,5,14.0368846483472
1700,5,14.2003943572402
1700,10,15.3682955918274
1700,10,15.3289740746271
1700,25,14.4914715628884
1700,25,14.5119132081616
1700,50,15.1693822238675
1700,50,14.9920739723193
1700,100,14.3336076680183
1700,100,14.3101723297647
1700,500,13.9838923172004
1700,500,14.055405263247
