t,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
0,0.354129914249983,-0.00519714955249318,29.8263011513397
9.5,NaN,0.0232970089611633,NaN
10,NaN,NaN,21.2351385912458
15,0.155292956735614,NaN,NaN
20,NaN,0.0577963686369444,NaN
25,NaN,NaN,43.0421660647246
30,0.123559375029558,0.0652317668221419,NaN
35,NaN,NaN,25.4814470401118
40,NaN,0.100720302962631,NaN
45,0.218539762540449,NaN,NaN
50,NaN,NaN,35.9110791932421
55,NaN,0.105000698635771,NaN
60,0.200174476822878,NaN,NaN
65,NaN,NaN,22.3302978941139
70,NaN,0.102302184273991,NaN
75,0.242250120912867,NaN,NaN
80,NaN,NaN,37.853050474732
85,NaN,0.0997362676645676,NaN
95,0.171491399001422,NaN,NaN
100,0.281239675910723,0.0784776288444951,35.7525962880312
150,0.224318050878589,0.0981860018838076,33.4045093648373
200,0.218024491439742,NaN,37.9315329283195
250,0.21092259634326,NaN,NaN
300,0.288212464603173,NaN,NaN
