t,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
0,3.2622561968226,-0.0222544524817565,35.8496559577801
8.5,NaN,0.128631013245889,NaN
10,NaN,NaN,36.2137724820133
20,2.78912433991199,0.0946995032401679,NaN
25,NaN,NaN,54.2504204514637
30,NaN,0.0949994396911757,NaN
35,NaN,NaN,51.454108870105
40,NaN,0.124024613268899,NaN
45,1.79629282341806,NaN,NaN
50,NaN,0.0862685625372209,63.682546207608
65,NaN,0.111799581345227,65.2120127823355
70,0.12098252626529,NaN,NaN
80,NaN,0.122431593271884,55.0994211129037
95,-1.09129291205202,NaN,NaN
100,-1.32749838671874,NaN,38.5849738831778
150,-2.25395530702622,NaN,38.5825339813265
200,-2.76502386009786,NaN,40.9611649879904
250,-2.94832937236474,NaN,50.3114031293045
300,-3.24105317076357,NaN,NaN
350,-3.42830165871256,NaN,NaN
450,-3.54098473978873,NaN,NaN
