t,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
0,2.74235099346054,0.0276276491559316,131.786201160345
6.5,NaN,0.115245951810384,NaN
9.5,2.17843817304804,NaN,NaN
10,NaN,NaN,162.852176961635
15,NaN,0.0867102518049591,NaN
20,2.06823677579894,0.129341233933167,116.049463113455
25,NaN,0.101205242179602,NaN
30,4.83080762732244,NaN,NaN
35,NaN,0.114126334014007,155.06395088565
40,4.99632889059624,NaN,NaN
45,NaN,0.107758829593272,181.545746008806
50,6.85844298870611,NaN,NaN
55,NaN,0.117973725427019,NaN
60,NaN,NaN,126.50712246291
65,9.77664211149183,NaN,NaN
70,NaN,0.115138790760367,NaN
80,10.1253145702845,NaN,145.935409165703
85,NaN,0.118955375071361,NaN
95,NaN,NaN,165.374855166073
100,11.8243960852902,0.10525129707511,159.323938427821
150,14.4552046969448,NaN,123.40996313488
200,14.9005645331306,NaN,171.437822872174
