t,epo_level,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
18,2.5e-09,2.7680544142927,-0.0962378847102723,43.1385950514695
18,2.5e-09,2.96546189135103,-0.0412648862357849,28.3939003280989
18,2.5e-09,3.63639018233768,-0.00874506141336241,34.708770218798
18,2.5e-08,2.55339708016767,-0.0043815330870993,39.6534408105525
18,2.5e-08,3.02603023481219,0.0462602936819432,45.9806134335428
18,2.5e-08,3.48922106469968,-0.086797797403464,35.345443907559
18,1.25e-07,2.88303277398555,0.113518263847427,44.1062756503122
18,1.25e-07,3.36474706524591,0.298028933859658,46.0630276126571
18,1.25e-07,3.78155942649227,0.104214481473842,52.5765957216963
18,2.5e-07,2.58763790097653,0.207939958866656,45.5253351794003
18,2.5e-07,2.77904754703243,0.289267091769984,48.8186463896337
18,2.5e-07,3.12467612292445,0.230883237680219,52.477193580937
18,1.25e-06,2.51703119164166,0.567775939183792,56.1527500548114
18,1.25e-06,2.71435144388571,0.69877499866859,45.1907609021842
18,1.25e-06,3.46090162895059,0.644428912025479,42.2568670944641
18,2.5e-06,2.22955753374262,0.901478558067695,57.3178269627031
18,2.5e-06,2.58868146615273,0.875036262220863,55.4738298363447
18,2.5e-06,2.97986204783419,0.973185287711907,54.4007835489991
