t,epo_level,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
9,2.5e-09,3.22967190468285,0.0354811446501503,46.2414825856398
9,2.5e-09,3.29356979419383,0.0162260660105195,33.1990464034027
9,2.5e-09,3.53942097810866,0.000848588760515634,31.4906444957466
9,2.5e-08,2.61121795478276,0.0459686085427561,29.2958506693296
9,2.5e-08,3.23252496787157,0.0643698603105103,29.5133110550098
9,2.5e-08,3.29918478971233,0.164970574385615,32.3766038283048
9,2.5e-07,2.08867221152086,0.417456904219671,36.9766745681969
9,2.5e-07,2.33686636332618,0.217415207936244,36.9949671606508
9,2.5e-07,2.58765259312951,0.226783874721425,38.5280234285461
9,2.5e-06,1.90092645115639,0.755015422090138,36.2312168274245
9,2.5e-06,2.05369766060076,0.84400746991302,47.8018904266577
9,2.5e-06,2.35347352753442,0.709685693173997,45.4081268682609
9,2.5e-05,1.35176203838751,1.20702874582516,41.6330157100504
9,2.5e-05,1.87449172003014,1.3298148793142,33.5915617017418
9,2.5e-05,2.26562621003461,1.26006038475305,32.854102410888
