t,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
0,3.26335174969461,0.0875733826090588,29.0239274998708
5,-2.09215908020051,NaN,NaN
7.5,NaN,0.523044232503466,33.0717329546842
10,1.95434790882406,NaN,NaN
15,6.11768326450009,0.603752680130057,51.7008599340464
20,5.52188084086448,NaN,NaN
25,5.22169125668437,0.780307949556161,55.2603430674984
30,NaN,0.671984567344366,53.2145634953676
35,7.56842391769678,NaN,NaN
40,NaN,0.597992152787443,75.2328075447129
45,13.2555205638493,NaN,NaN
50,16.8724534384654,0.569351445605387,59.6014297288331
65,25.212034413354,0.635540513741959,46.4653803863498
75,27.7229841344792,NaN,NaN
80,NaN,0.614635825733553,44.7036347741493
95,38.6318815271394,0.685342147443594,50.4446813263183
100,NaN,0.674542071279394,34.684115665666
150,NaN,0.547505204346603,42.8253196405711
