t,epo_level,Compound_6_Obs
12,2.5e-09,26.2339105852639
12,2.5e-09,29.1602634566974
12,2.5e-09,31.5860225751926
12,7.905e-09,45.9900362209044
12,1.25e-08,30.6624007478244
12,1.75e-08,36.592187151257
12,2.5e-08,29.9776644782229
12,2.5e-08,34.4907152531724
12,2.5e-08,42.881541893699
12,3.95e-08,37.7469356191759
12,7.9e-08,35.457208135141
12,7.9e-08,36.8313112312417
12,7.9e-08,36.8899451598561
12,1.25e-07,39.3944077928063
12,1.7675e-07,35.3289713928245
12,2.5e-07,34.8201859149593
12,7.905e-07,44.781571063876
12,2.5e-06,38.7563466556476
12,2.5e-06,41.5395353895135
12,2.5e-06,46.3411213092678
