t,epo_level,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
17,0,0.879376319169407,-0.00847202668702188,1.98003688313728
17,0,1.13958074787007,0.0216505801999565,1.80022132993982
17,4.2857e-08,0.84471579227679,0.00956154618327652,4.20737987545076
17,4.2857e-08,0.910176254796165,0.0216433884601929,3.34125586453067
17,1.4286e-07,0.696263319948172,0.0174828551692557,3.9828083920338
17,1.4286e-07,0.758109646476406,0.0223885047877457,2.27526436708527
17,4.2857e-07,0.417818627779228,0.0207375481387189,4.06217013653918
17,4.2857e-07,0.532347457725066,0.0271285820488487,5.84842796553559
17,1.4286e-06,0.235388490311827,0.0880502797690656,7.5579550965133
17,1.4286e-06,0.283767995922495,0.0789925817011169,10.47051531359
17,4.2857e-06,0.219832964433123,0.13096975548477,11.8879185473767
17,4.2857e-06,0.247907860253703,0.121956284843921,13.0239393614927
17,1.4286e-05,0.222739034263395,0.139679136464179,10.944576639307
17,1.4286e-05,0.271019859679155,0.160477248906726,12.1501770852772
17,4.2857e-05,0.236850664700853,0.159838004395107,14.1933210665343
17,4.2857e-05,0.364113249945033,0.183595198496537,10.4391061545272
