t,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
0,0.302717698258953,0.0157784625752723,32.3639470046595
8.5,NaN,0.0406587928280337,NaN
15,0.157345806903175,0.052375515067296,34.0049614520175
25,NaN,0.0779624061363022,32.3989488443278
30,0.198848931423959,NaN,NaN
35,NaN,0.0694147135982498,NaN
40,NaN,NaN,37.0317826670065
45,0.215739139708028,0.0871118644794372,NaN
60,0.150287651634382,0.0878302495978874,31.7017564531703
70,NaN,0.0878300053173273,NaN
75,NaN,NaN,33.1961449858402
80,0.17387245867523,NaN,NaN
90,NaN,0.0733372013936172,NaN
95,NaN,NaN,35.2472812316471
100,0.240737859489902,0.0771637204780411,34.2896211342355
150,0.211054486008787,0.108675630878654,38.3248032303775
200,0.252980270889037,NaN,37.8687603794917
250,0.280028659652302,NaN,34.2369182559793
