t,Compound_2_Obs,Compound_4_Obs,Compound_5_Obs
0,4.28584702084226,0.0120289009589273,29.2552138984277
6.5,NaN,NaN,35.282676406034
9.5,NaN,0.116283940930708,NaN
15,3.25103788820635,NaN,34.22782598761
20,NaN,0.0766646205979057,34.8259902169889
30,3.20765311044556,0.0827139148906959,34.5733601617953
35,NaN,NaN,26.566349947787
40,NaN,0.0870546372975378,NaN
45,2.65905611335957,NaN,42.6240578100936
55,NaN,0.0944912377824669,38.7162311055798
65,3.86011687238126,NaN,NaN
70,NaN,0.0580203685206788,25.048296888123
85,3.35890805357966,0.0828618598184634,38.5496161144216
100,3.48709535349532,0.0780571875330658,28.4681578697097
150,3.09021448537542,0.0431198420050667,NaN
200,3.97505531561291,NaN,NaN
250,3.65455631737695,NaN,NaN
300,3.72333496083199,NaN,NaN
