t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,0.999530867996319,1.16451893595767,-0.0906828104671865
0.07,NaN,NaN,0.996635964959612
0.15,NaN,NaN,0.922607070059684
0.2,0.295153054769865,NaN,NaN
0.25,NaN,0.976146347632585,1.07875051504885
0.3,NaN,NaN,0.962520895620958
0.4,0.46888312955934,NaN,1.05939116689734
0.5,NaN,0.970584969624837,NaN
0.55,NaN,NaN,0.832809581962724
0.6,0.49792918078875,NaN,NaN
0.65,NaN,NaN,0.968854018716057
0.8,NaN,0.862277934880206,1.07215555741964
0.85,0.612644150717634,NaN,NaN
1,0.617998868590902,0.953314750937087,NaN
1.5,0.584999252064394,0.930643854616567,NaN
2,0.715551589489982,0.896032345074906,NaN
2.5,0.599904891121073,0.912145069748043,NaN
3,0.633284941435564,NaN,NaN
3.5,0.659446704954518,1.06339910428235,NaN
4,NaN,1.0498922128092,NaN
4.5,NaN,0.927815377003766,NaN
