t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,0.995289383096968,0.913254609154745,0.111479363330068
0.08,NaN,NaN,0.97750582037622
0.15,0.195959387520616,NaN,1.05190232620009
0.25,0.424951121876644,NaN,1.10821557870076
0.35,NaN,0.958577910372258,1.00866116424633
0.4,0.506268020522166,NaN,NaN
0.45,NaN,NaN,1.04958797641575
0.55,0.485825891068357,NaN,NaN
0.6,NaN,NaN,1.01169773816442
0.7,NaN,0.901311161737611,NaN
0.75,0.770759027329827,NaN,1.07148461298147
0.9,0.713769320892814,NaN,NaN
0.95,NaN,NaN,0.947673074298112
1,0.59108673698894,0.995307137039719,NaN
1.5,0.630483592447413,0.985177570518326,NaN
2,0.64118474550637,0.98309740283122,NaN
2.5,0.763955258129724,1.02202311240848,NaN
3,0.756408642138612,1.04556474471921,NaN
4,NaN,0.96792726999749,NaN
5,NaN,0.907142213569916,NaN
6,NaN,1.14641989350318,NaN
