t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,1.01995870945617,1.06282905817588,-0.0871757815758315
0.09,NaN,NaN,0.996298749759669
0.2,0.219454740891824,NaN,0.978839038011024
0.25,NaN,0.929972552770184,NaN
0.3,NaN,NaN,1.01808490241899
0.4,NaN,NaN,0.881102754957724
0.45,0.39488287732237,NaN,NaN
0.5,NaN,0.967766755902338,0.977777029340158
0.65,0.498839756231793,NaN,0.896059253478607
0.75,NaN,0.917303758353823,NaN
0.85,NaN,NaN,0.981215754791593
0.9,0.546626457537198,NaN,NaN
1,0.444058350970991,1.08309818042693,0.987462228885209
1.5,0.513212577616921,0.923108967222319,NaN
2,0.438144464477525,0.905021199139378,NaN
2.5,0.581331904126722,1.01599530715625,NaN
3,0.535178658264266,NaN,NaN
4,0.55719379447763,NaN,NaN
