observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
Compound_1_Obs_1	Compound_1_Obs	EGFR + S6 + pAkt + pEGFR + pEGFR_Akt	lin	sd1_Compound_1_Obs	normal
Compound_1_Obs_2	Compound_1_Obs	EGFR + S6 + pAkt + pEGFR + pEGFR_Akt	lin	sd2_Compound_1_Obs	normal
Compound_1_Obs_3	Compound_1_Obs	EGFR + S6 + pAkt + pEGFR + pEGFR_Akt	lin	sd3_Compound_1_Obs	normal
Compound_1_Obs_4	Compound_1_Obs	EGFR + S6 + pAkt + pEGFR + pEGFR_Akt	lin	sd4_Compound_1_Obs	normal
Compound_1_Obs_5	Compound_1_Obs	EGFR + S6 + pAkt + pEGFR + pEGFR_Akt	lin	sd5_Compound_1_Obs	normal
Compound_1_Obs_6	Compound_1_Obs	EGFR + S6 + pAkt + pEGFR + pEGFR_Akt	lin	sd6_Compound_1_Obs	normal
Compound_2_Obs_1	Compound_2_Obs	Akt + EGFR + EGF_EGFR + pAkt + pS6	lin	sd1_Compound_2_Obs	normal
Compound_2_Obs_2	Compound_2_Obs	Akt + EGFR + EGF_EGFR + pAkt + pS6	lin	sd2_Compound_2_Obs	normal
Compound_2_Obs_3	Compound_2_Obs	Akt + EGFR + EGF_EGFR + pAkt + pS6	lin	sd3_Compound_2_Obs	normal
Compound_2_Obs_4	Compound_2_Obs	Akt + EGFR + EGF_EGFR + pAkt + pS6	lin	sd4_Compound_2_Obs	normal
Compound_2_Obs_5	Compound_2_Obs	Akt + EGFR + EGF_EGFR + pAkt + pS6	lin	sd5_Compound_2_Obs	normal
Compound_2_Obs_6	Compound_2_Obs	Akt + EGFR + EGF_EGFR + pAkt + pS6	lin	sd6_Compound_2_Obs	normal
Compound_3_Obs_1	Compound_3_Obs	Akt + pAkt_S6 + pEGFR + pEGFR_Akt + pS6	lin	sd1_Compound_3_Obs	normal
Compound_3_Obs_2	Compound_3_Obs	Akt + pAkt_S6 + pEGFR + pEGFR_Akt + pS6	lin	sd2_Compound_3_Obs	normal
Compound_3_Obs_3	Compound_3_Obs	Akt + pAkt_S6 + pEGFR + pEGFR_Akt + pS6	lin	sd3_Compound_3_Obs	normal
Compound_3_Obs_4	Compound_3_Obs	Akt + pAkt_S6 + pEGFR + pEGFR_Akt + pS6	lin	sd4_Compound_3_Obs	normal
Compound_3_Obs_5	Compound_3_Obs	Akt + pAkt_S6 + pEGFR + pEGFR_Akt + pS6	lin	sd5_Compound_3_Obs	normal
Compound_3_Obs_6	Compound_3_Obs	Akt + pAkt_S6 + pEGFR + pEGFR_Akt + pS6	lin	sd6_Compound_3_Obs	normal
Compound_4_Obs_1	Compound_4_Obs	Akt + EGF_EGFR + S6 + pAkt_S6 + pEGFR	lin	sd1_Compound_4_Obs	normal
Compound_4_Obs_2	Compound_4_Obs	Akt + EGF_EGFR + S6 + pAkt_S6 + pEGFR	lin	sd2_Compound_4_Obs	normal
Compound_4_Obs_3	Compound_4_Obs	Akt + EGF_EGFR + S6 + pAkt_S6 + pEGFR	lin	sd3_Compound_4_Obs	normal
Compound_4_Obs_4	Compound_4_Obs	Akt + EGF_EGFR + S6 + pAkt_S6 + pEGFR	lin	sd4_Compound_4_Obs	normal
Compound_4_Obs_5	Compound_4_Obs	Akt + EGF_EGFR + S6 + pAkt_S6 + pEGFR	lin	sd5_Compound_4_Obs	normal
Compound_4_Obs_6	Compound_4_Obs	Akt + EGF_EGFR + S6 + pAkt_S6 + pEGFR	lin	sd6_Compound_4_Obs	normal
Compound_5_Obs_1	Compound_5_Obs	EGF_EGFR + S6 + pAkt + pAkt_S6 + pEGFR	lin	sd1_Compound_5_Obs	normal
Compound_5_Obs_2	Compound_5_Obs	EGF_EGFR + S6 + pAkt + pAkt_S6 + pEGFR	lin	sd2_Compound_5_Obs	normal
Compound_5_Obs_3	Compound_5_Obs	EGF_EGFR + S6 + pAkt + pAkt_S6 + pEGFR	lin	sd3_Compound_5_Obs	normal
Compound_5_Obs_4	Compound_5_Obs	EGF_EGFR + S6 + pAkt + pAkt_S6 + pEGFR	lin	sd4_Compound_5_Obs	normal
Compound_5_Obs_5	Compound_5_Obs	EGF_EGFR + S6 + pAkt + pAkt_S6 + pEGFR	lin	sd5_Compound_5_Obs	normal
Compound_5_Obs_6	Compound_5_Obs	EGF_EGFR + S6 + pAkt + pAkt_S6 + pEGFR	lin	sd6_Compound_5_Obs	normal
Compound_6_Obs_1	Compound_6_Obs	Akt + S6 + pAkt + pEGFR_Akt + pS6	lin	sd1_Compound_6_Obs	normal
Compound_6_Obs_2	Compound_6_Obs	Akt + S6 + pAkt + pEGFR_Akt + pS6	lin	sd2_Compound_6_Obs	normal
Compound_6_Obs_3	Compound_6_Obs	Akt + S6 + pAkt + pEGFR_Akt + pS6	lin	sd3_Compound_6_Obs	normal
Compound_6_Obs_4	Compound_6_Obs	Akt + S6 + pAkt + pEGFR_Akt + pS6	lin	sd4_Compound_6_Obs	normal
Compound_6_Obs_5	Compound_6_Obs	Akt + S6 + pAkt + pEGFR_Akt + pS6	lin	sd5_Compound_6_Obs	normal
Compound_6_Obs_6	Compound_6_Obs	Akt + S6 + pAkt + pEGFR_Akt + pS6	lin	sd6_Compound_6_Obs	normal
Compound_7_Obs_1	Compound_7_Obs	Akt + EGF_EGFR + S6 + pAkt + pEGFR_Akt	lin	sd1_Compound_7_Obs	normal
Compound_7_Obs_2	Compound_7_Obs	Akt + EGF_EGFR + S6 + pAkt + pEGFR_Akt	lin	sd2_Compound_7_Obs	normal
Compound_7_Obs_3	Compound_7_Obs	Akt + EGF_EGFR + S6 + pAkt + pEGFR_Akt	lin	sd3_Compound_7_Obs	normal
Compound_7_Obs_4	Compound_7_Obs	Akt + EGF_EGFR + S6 + pAkt + pEGFR_Akt	lin	sd4_Compound_7_Obs	normal
Compound_7_Obs_5	Compound_7_Obs	Akt + EGF_EGFR + S6 + pAkt + pEGFR_Akt	lin	sd5_Compound_7_Obs	normal
Compound_7_Obs_6	Compound_7_Obs	Akt + EGF_EGFR + S6 + pAkt + pEGFR_Akt	lin	sd6_Compound_7_Obs	normal
Compound_8_Obs_1	Compound_8_Obs	EGF_EGFR + S6 + pAkt + pEGFR_Akt + pS6	lin	sd1_Compound_8_Obs	normal
Compound_8_Obs_2	Compound_8_Obs	EGF_EGFR + S6 + pAkt + pEGFR_Akt + pS6	lin	sd2_Compound_8_Obs	normal
Compound_8_Obs_3	Compound_8_Obs	EGF_EGFR + S6 + pAkt + pEGFR_Akt + pS6	lin	sd3_Compound_8_Obs	normal
Compound_8_Obs_4	Compound_8_Obs	EGF_EGFR + S6 + pAkt + pEGFR_Akt + pS6	lin	sd4_Compound_8_Obs	normal
Compound_8_Obs_5	Compound_8_Obs	EGF_EGFR + S6 + pAkt + pEGFR_Akt + pS6	lin	sd5_Compound_8_Obs	normal
Compound_8_Obs_6	Compound_8_Obs	EGF_EGFR + S6 + pAkt + pEGFR_Akt + pS6	lin	sd6_Compound_8_Obs	normal
