t,epo_level,EpoRJAK2_Obs,CISHnRNA1_Obs
12,2.5e-09,1.86227440893889,-0.00889805288064279
12,2.5e-09,2.41748770477623,-0.00279803849508668
12,2.5e-09,2.82892531393052,-0.000146850935302666
12,2.5e-08,1.24649708974016,-0.00311530199518131
12,2.5e-08,1.57309245464077,0.00818261754561779
12,2.5e-08,1.94216319697232,-6.09685215117225e-05
12,2.5e-07,1.28730081639335,0.0264060948686533
12,2.5e-07,1.33392565120461,0.0184053096258496
12,2.5e-07,2.04264638489345,0.0254822592277129
12,2.5e-06,-0.282016886258459,0.0378913516989203
12,2.5e-06,-0.120384981826767,0.0211037499072646
12,2.5e-06,0.792251401176515,0.0462521503216799
12,2.5e-05,-1.07022598785776,0.033592564932684
12,2.5e-05,-0.219398864451151,0.0398743067681145
12,2.5e-05,0.845009261011076,0.0257649315092538
