t,epo_level,EpoRJAK2_Obs,PTPAct_Obs,CISHnRNA1_Obs,SOCS3nRNA2_Obs
19,0,1.78540327062801,-1.26072901686587e-05,3.32019653433409e-05,0.00040394471313774
19,0,2.08168351040743,7.10986009811255e-06,-6.02169318243455e-06,0.000340038570720509
19,4.2857e-08,0.344778491400757,0.000182166606659807,0.00123970470419595,0.000590268248558154
19,4.2857e-08,-0.0410819907501768,0.00017665401082109,0.00123792420824144,0.000553387168515255
19,1.4286e-07,0.892788173044057,0.000101963228661269,0.00138347268478373,0.000663747019552523
19,1.4286e-07,0.753644079663499,0.000116142633698058,0.00118544293363066,0.000603000780604206
19,4.2857e-07,1.33758797205255,3.71835889579449e-05,0.000748812715801009,0.000559037532374327
19,4.2857e-07,1.32437315472394,2.8891346499612e-05,0.000780130279323214,0.000358001574916103
19,1.4286e-06,0.114062799830695,0.000191528621606431,0.00128772058477489,0.000713545388862826
19,1.4286e-06,0.242831729262548,0.00018467427832669,0.00109521841744479,0.000564720589689966
19,4.2857e-06,0.606452789880772,0.000140940796107521,0.00123875795658425,0.000650058100754268
19,4.2857e-06,0.397377209184405,0.000149391579667387,0.00129623113520242,0.000646795514107351
19,1.4286e-05,1.05226400812345,6.89613537972221e-05,0.00142594726565462,0.000877508099106102
19,1.4286e-05,1.01238241857209,8.40158579355371e-05,0.00127732242372066,0.000827920424416677
19,4.2857e-05,1.67574197001799,2.21778460763355e-05,0.000241394348372332,0.000468163724051354
19,4.2857e-05,1.71270999724749,1.01778882768254e-05,0.000178956146398361,0.000431179127249785
