t,input_il6,nSOCS3RNA5_Obs
45,0.1,-7.55896465007633e-05
45,0.1,0.000430364103096965
45,0.5,-0.00111735123581525
45,0.5,0.000515527949679981
45,1,0.00163814211683269
45,1,0.000824256621118203
45,2.5,0.000793636563441182
45,2.5,0.000131870181773206
45,5,0.0100907239275534
45,5,0.0101856719469807
45,10,0.000763090648152771
45,10,-0.000504677869003001
45,25,0.00210765576229633
45,25,0.00202360772259965
45,50,-0.000268499469589186
45,50,-0.000420434070441989
45,100,0.00422077845792767
45,100,0.00468200603339732
45,500,0.0286674799137605
45,500,0.0290425730476648
