t,input_il6,nSOCS3RNA5_Obs
100,0,0.000246378061672095
100,0,6.19092934051612e-05
100,0.5,-0.000182337520163022
100,0.5,2.98129553620024e-05
100,1,-5.91771786672177e-05
100,1,0.000171633421664726
100,2.5,0.000657641553271461
100,2.5,-3.67082266098902e-06
100,5,0.00319009827990604
100,5,0.00340618650591212
100,10,0.000265598804341701
100,10,-0.000150076975330761
100,25,0.00122241109436175
100,25,0.00118620138260278
100,50,0.000160199011162593
100,50,-0.00011619732732434
100,100,0.00227620373448881
100,100,0.00203581895778031
100,500,0.00551336851715074
100,500,0.00551471240061691
