t,input_il6,nSOCS3RNA5_Obs
0,2.5,4.03774572605902e-05
0,2.5,4.96916984324044e-05
0,2.5,5.20473555472971e-05
0,2.5,5.20588210386556e-05
0,2.5,5.67252119235008e-05
0,10,4.04844184369954e-05
0,10,4.06075517098422e-05
0,10,4.95199217156894e-05
0,10,5.12780762109396e-05
0,10,5.86504903998504e-05
0,60,4.33598512873887e-05
0,60,4.9084340711049e-05
0,60,4.97490568819329e-05
0,60,5.28326336999731e-05
0,60,5.49036476671175e-05
0,120,4.63870923844893e-05
0,120,4.81564953530418e-05
0,120,5.5063020637797e-05
0,120,5.82581619097362e-05
0,120,6.6881659189418e-05
