t,input_il6,nSOCS3RNA5_Obs
1400,0.1,-9.19392554521906e-05
1400,0.1,-0.00076032974798538
1400,0.5,-0.000315440756870351
1400,0.5,0.000101449229727447
1400,1,0.000394172271498714
1400,1,0.000369312299803357
1400,2.5,0.00128663268237251
1400,2.5,0.00133686993627819
1400,5,0.0106281495443944
1400,5,0.0108394339017276
1400,10,-0.000492931919380459
1400,10,-0.000552356153420173
1400,25,0.0041925799044437
1400,25,0.00439057021354104
1400,50,0.000532090346448592
1400,50,0.00156393175930464
1400,100,0.00750764905351209
1400,100,0.00694534503111424
1400,500,0.0173773892068663
1400,500,0.0177223441403096
