t,input_il6,nSOCS3RNA5_Obs
430,0.1,3.93203546054484e-05
430,0.1,3.35892960556021e-05
430,0.5,3.64064023301443e-05
430,0.5,-0.000463649926929557
430,1,-8.96161379539277e-05
430,1,0.0003056274370602
430,2.5,0.000309730011576771
430,2.5,-4.35224413133861e-05
430,5,0.00738109008258861
430,5,0.00809203927472253
430,10,-3.46143228704755e-05
430,10,0.000319764122295109
430,25,0.00283162395755513
430,25,0.00377860441462783
430,50,-0.000206965284857268
430,50,0.000620565458424745
430,100,0.00481319129085639
430,100,0.00425537867550813
430,500,0.013820432927039
430,500,0.014850459941951
