t,input_il6,nSOCS3RNA5_Obs
840,0.1,-0.00179104184562561
840,0.1,-0.000801732742283753
840,0.5,-0.000724117977731106
840,0.5,0.000167433234991481
840,1,-0.000288158531247922
840,1,0.00125616158718338
840,2.5,-0.000449974043389167
840,2.5,0.00030398081149249
840,5,0.00175279152080733
840,5,0.00192525662820862
840,10,0.00307631565570768
840,10,0.00441228671973811
840,25,0.00640498225432936
840,25,0.00762623350677598
840,50,0.0104471620763058
840,50,0.0117144476451034
840,100,0.0154421891125763
840,100,0.0158169476812002
840,500,0.0186761997432999
840,500,0.0223547780217508
