t,input_il6,nSOCS3RNA5_Obs
270,0.1,-0.000702877791264167
270,0.1,6.64590533557044e-05
270,0.5,0.00136965753945544
270,0.5,-0.000424594231599941
270,1,-0.000356713986396221
270,1,0.00218103356418566
270,2.5,0.00244749065066718
270,2.5,0.00406162960440204
270,5,0.0157795981863551
270,5,0.0163439946118341
270,10,0.001191011236694
270,10,0.00121401789649223
270,25,0.00803967813884145
270,25,0.00616060642115051
270,50,0.00199010064800311
270,50,0.00246886593877228
270,100,0.0122210843756789
270,100,0.0107335671063332
270,500,0.0194878198424536
270,500,0.0200701754538347
