observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
AC_Fsk_Obs_1	AC_Fsk_Obs	AC_Fsk	lin	sd1_AC_Fsk_Obs	normal
AC_Fsk_Obs_2	AC_Fsk_Obs	AC_Fsk	lin	sd2_AC_Fsk_Obs	normal
AC_Fsk_Obs_3	AC_Fsk_Obs	AC_Fsk	lin	sd3_AC_Fsk_Obs	normal
AC_Fsk_Obs_4	AC_Fsk_Obs	AC_Fsk	lin	sd4_AC_Fsk_Obs	normal
Compound_1_Obs_01	Compound_1_Obs	AC_Fsk + pAC	lin	sd10_Compound_1_Obs	normal
Compound_1_Obs_02	Compound_1_Obs	AC_Fsk + pAC	lin	sd11_Compound_1_Obs	normal
Compound_1_Obs_03	Compound_1_Obs	AC_Fsk + pAC	lin	sd12_Compound_1_Obs	normal
Compound_1_Obs_04	Compound_1_Obs	AC_Fsk + pAC	lin	sd13_Compound_1_Obs	normal
Compound_1_Obs_05	Compound_1_Obs	AC_Fsk + pAC	lin	sd14_Compound_1_Obs	normal
Compound_1_Obs_06	Compound_1_Obs	AC_Fsk + pAC	lin	sd15_Compound_1_Obs	normal
Compound_1_Obs_07	Compound_1_Obs	AC_Fsk + pAC	lin	sd16_Compound_1_Obs	normal
Compound_1_Obs_08	Compound_1_Obs	AC_Fsk + pAC	lin	sd17_Compound_1_Obs	normal
Compound_1_Obs_09	Compound_1_Obs	AC_Fsk + pAC	lin	sd18_Compound_1_Obs	normal
Compound_1_Obs_10	Compound_1_Obs	AC_Fsk + pAC	lin	sd19_Compound_1_Obs	normal
Compound_1_Obs_11	Compound_1_Obs	AC_Fsk + pAC	lin	sd1_Compound_1_Obs	normal
Compound_1_Obs_12	Compound_1_Obs	AC_Fsk + pAC	lin	sd20_Compound_1_Obs	normal
Compound_1_Obs_13	Compound_1_Obs	AC_Fsk + pAC	lin	sd21_Compound_1_Obs	normal
Compound_1_Obs_14	Compound_1_Obs	AC_Fsk + pAC	lin	sd22_Compound_1_Obs	normal
Compound_1_Obs_15	Compound_1_Obs	AC_Fsk + pAC	lin	sd2_Compound_1_Obs	normal
Compound_1_Obs_16	Compound_1_Obs	AC_Fsk + pAC	lin	sd3_Compound_1_Obs	normal
Compound_1_Obs_17	Compound_1_Obs	AC_Fsk + pAC	lin	sd4_Compound_1_Obs	normal
Compound_1_Obs_18	Compound_1_Obs	AC_Fsk + pAC	lin	sd5_Compound_1_Obs	normal
Compound_1_Obs_19	Compound_1_Obs	AC_Fsk + pAC	lin	sd6_Compound_1_Obs	normal
Compound_1_Obs_20	Compound_1_Obs	AC_Fsk + pAC	lin	sd7_Compound_1_Obs	normal
Compound_1_Obs_21	Compound_1_Obs	AC_Fsk + pAC	lin	sd8_Compound_1_Obs	normal
Compound_1_Obs_22	Compound_1_Obs	AC_Fsk + pAC	lin	sd9_Compound_1_Obs	normal
Compound_2_Obs_1	Compound_2_Obs	Csub + pPDE	lin	sd1_Compound_2_Obs	normal
Compound_2_Obs_2	Compound_2_Obs	Csub + pPDE	lin	sd2_Compound_2_Obs	normal
Compound_2_Obs_3	Compound_2_Obs	Csub + pPDE	lin	sd3_Compound_2_Obs	normal
Compound_2_Obs_4	Compound_2_Obs	Csub + pPDE	lin	sd4_Compound_2_Obs	normal
Compound_2_Obs_5	Compound_2_Obs	Csub + pPDE	lin	sd5_Compound_2_Obs	normal
Compound_2_Obs_6	Compound_2_Obs	Csub + pPDE	lin	sd6_Compound_2_Obs	normal
Compound_3_Obs	Compound_3_Obs	RIIp_Rp_cAMPS_C_2 + RIIp_Rp8_pCPT_cAMPS_C_2	lin	sd1_Compound_3_Obs	normal
pAC_Obs_1	pAC_Obs	pAC	lin	sd1_pAC_Obs	normal
pAC_Obs_2	pAC_Obs	pAC	lin	sd2_pAC_Obs	normal
