t,epo_level,EpoRJAK2_Obs,EpoRpJAK2_Obs,npSTAT5_Obs,CISHRNA_Obs
6,2.5e-09,0.260932651642854,1.30847551659855,14.4744551244411,0.000663201075471624
6,2.5e-09,0.0171629050153488,1.29068102459846,14.4155702994431,0.000702193896140355
6,2.5e-09,0.346227969125283,1.28303890988142,14.8599593076963,0.0006136997512911
6,2.5e-08,1.28829978195415,0.749488039007487,14.2371750574924,0.000573859775639066
6,2.5e-08,1.26751674979428,0.693365632081178,13.9424058860062,0.000553569285750713
6,2.5e-08,1.55250332295682,0.688681560389717,13.4928774520383,0.000668997097846281
6,2.5e-07,2.41063610349248,0.207728835231345,7.3598837496164,0.000489654798106594
6,2.5e-07,2.44227588213429,0.202884268024777,6.84962134208366,0.000439898551939913
6,2.5e-07,2.52574246919063,0.177136992927842,7.06290720662773,0.000451365274868675
6,2.5e-06,3.05867977086669,-0.0337399911789976,1.5659724437893,0.000423562049698291
6,2.5e-06,3.19941509767752,-0.0460588878081423,-0.250923313386185,0.000367990132335219
6,2.5e-06,3.46371272252962,-0.0130605150369767,0.320488277841347,0.000419151853599798
6,2.5e-05,3.74017343820255,-0.081833816231276,0.665924274883718,0.000450034732777935
6,2.5e-05,3.4822309235563,-0.0154371666942768,0.252192652352996,0.00041938589071816
6,2.5e-05,3.56641013491939,0.0321420925628421,0.723919359406592,0.000379336793434798
