t,epo_level,EpoRJAK2_Obs,EpoRpJAK2_Obs,npSTAT5_Obs,CISHRNA_Obs
31,2.5e-09,3.29487048953969,-0.0144600701503708,0.421977820177921,0.0142878229766536
31,2.5e-09,3.60981862607608,0.0589688518306143,-0.449149789521358,0.014540692757717
31,2.5e-09,3.93484051737753,-0.0176210250847774,-3.19384519306253,-0.0134967192864956
31,2.5e-08,3.06934773866623,-0.0179660273976421,6.3042444435287,0.0540357216839096
31,2.5e-08,3.55229775921193,0.035106387557795,5.51390866576851,0.0285639131786767
31,2.5e-08,3.55711734638523,0.0504617255149551,10.230136683709,0.0290052997181214
31,1.25e-07,3.29564062718305,0.0538360114648797,15.7357997011036,0.104369092938707
31,1.25e-07,3.38349020281628,0.0765780300857503,17.6217780062347,0.151618953438419
31,1.25e-07,3.55787891787588,0.0876386703609083,11.8865257567213,0.111785787951261
31,2.5e-07,2.60429596026863,0.185671930817618,16.7319991909787,0.153349416726574
31,2.5e-07,3.13994729801231,0.146191576703599,20.6587083593296,0.182296344861785
31,2.5e-07,3.95188719695768,0.138031676192165,20.6884653399756,0.161264140932009
31,1.25e-06,2.83897119942198,0.460333779187074,16.5624861890383,0.187155037428469
31,1.25e-06,3.0895866940865,0.517463873101083,22.5532676451805,0.223742220075329
31,1.25e-06,3.37835019030142,0.497071858192445,23.5763818569067,0.182385814174323
31,2.5e-06,2.31501233391496,0.680188671361892,20.8144598241356,0.198892155008648
31,2.5e-06,2.77967628124736,0.702172853490937,19.829742511201,0.186246711659164
31,2.5e-06,2.96323705170059,0.749085573774377,18.5910369685308,0.203906579145431
