t,epo_level,CISnRNA3_Obs,CIS_Obs
8,2.5e-09,-2.1033239794023,-2.70137195152414e-05
8,2.5e-09,-0.959111543592302,7.28901561357515e-05
8,2.5e-09,-0.364298237620444,-7.01895237573395e-06
8,2.5e-08,0.715835990475613,-6.36192648171176e-06
8,2.5e-08,2.24903511469473,-2.06247765411671e-06
8,2.5e-08,5.31563456429873,3.77018866278314e-05
8,2.5e-07,14.3133934703182,0.000143308089370918
8,2.5e-07,20.0684055003868,7.87714793735029e-05
8,2.5e-07,22.3328249715721,0.000166241442546492
8,2.5e-06,39.0992220106627,0.000442465891365363
8,2.5e-06,41.1474911268363,0.000424724371499649
8,2.5e-06,42.3962388863083,0.000416852142945427
8,2.5e-05,46.9394837102176,0.000602059416114672
8,2.5e-05,49.8917883770164,0.0006437061957903
8,2.5e-05,53.9840288829044,0.000627323612173237
