t,input_il6,tpSTAT3_Obs,nSOCS3RNA1_Obs
18,5,1.5267037187375,3.73371529611353
18,5,1.8960113717294,4.58045963519275
18,5,1.97485385126851,2.2433987428867
18,5,2.22455067432048,0.747827429083227
18,20,2.77408484367279,18.316319908792
18,20,2.85723691767652,17.2118571082896
18,20,3.14817972722409,13.6761626070159
18,20,3.3458048771416,15.2152544154854
18,40,1.5974238297061,26.5327424188274
18,40,1.61059794667464,22.6510749022539
18,40,1.84349786337866,26.392703971649
18,40,1.96036702277035,32.3583025081077
18,90,0.595119806030534,37.4426530177553
18,90,0.741258528388622,35.0633647585566
18,90,0.878029701882457,36.1226198475742
18,90,0.890730995876904,38.534738109483
