t,input_il6,tpSTAT3_Obs
10,0.1,0.366203596806376
10,0.1,-0.630468323786339
10,0.1,0.328912634574881
10,0.1,0.514474093061011
10,1,-0.151378716591542
10,1,0.667936043837061
10,1,0.600333618085457
10,1,0.694685366271814
10,5,3.00483002732684
10,5,1.80678076724013
10,5,1.80389837625822
10,5,2.85705845911451
10,10,8.38190379620505
10,10,8.12823685978773
10,10,7.50996492721229
10,10,8.48055085601029
10,50,1.82981913905928
10,50,1.60743468611486
10,50,1.99330848367061
10,50,0.993920019530005
10,100,5.51073030117565
10,100,6.50543546963736
10,100,7.24874765657112
10,100,6.40302562356614
10,500,7.4571888324525
10,500,8.23683605033814
10,500,6.93047633115741
10,500,7.7789021560806
