observableId	observableName	observableFormula	observableTransformation	noiseFormula	noiseDistribution
K27me0K36me0_Obs	K27me0K36me0_Obs	K27me0K36me0	lin	sd1_K27me0K36me0_Obs	normal
K27me0K36me1_Obs	K27me0K36me1_Obs	K27me0K36me1	lin	sd1_K27me0K36me1_Obs	normal
K27me0K36me2_Obs	K27me0K36me2_Obs	K27me0K36me2	lin	sd1_K27me0K36me2_Obs	normal
K27me0K36me3_Obs	K27me0K36me3_Obs	K27me0K36me3	lin	sd1_K27me0K36me3_Obs	normal
K27me1K36me0_Obs	K27me1K36me0_Obs	K27me1K36me0	lin	sd1_K27me1K36me0_Obs	normal
K27me1K36me2_Obs	K27me1K36me2_Obs	K27me1K36me2	lin	sd1_K27me1K36me2_Obs	normal
K27me1K36me3_Obs	K27me1K36me3_Obs	K27me1K36me3	lin	sd1_K27me1K36me3_Obs	normal
K27me2K36me0_Obs	K27me2K36me0_Obs	K27me2K36me0	lin	sd1_K27me2K36me0_Obs	normal
K27me2K36me1_Obs	K27me2K36me1_Obs	K27me2K36me1	lin	sd1_K27me2K36me1_Obs	normal
K27me2K36me2_Obs	K27me2K36me2_Obs	K27me2K36me2	lin	sd1_K27me2K36me2_Obs	normal
K27me2K36me3_Obs	K27me2K36me3_Obs	K27me2K36me3	lin	sd1_K27me2K36me3_Obs	normal
K27me3K36me0_Obs	K27me3K36me0_Obs	K27me3K36me0	lin	sd1_K27me3K36me0_Obs	normal
K27me3K36me1_Obs	K27me3K36me1_Obs	K27me3K36me1	lin	sd1_K27me3K36me1_Obs	normal
K27me3K36me2_Obs	K27me3K36me2_Obs	K27me3K36me2	lin	sd1_K27me3K36me2_Obs	normal
