t,pJAK1_gp130_Obs,STAT3_Obs,nSOCS3RNA2_Obs
0,0.000912760814618807,15.3752098970947,-2.72175119814772
15,0.00353793078589132,18.7345747949564,60.4906808456046
25,NaN,NaN,27.8148445342082
30,-1.33904863723225e-05,NaN,NaN
35,NaN,19.7763323099496,NaN
40,NaN,NaN,1.17482920385189
50,0.000317803527228518,NaN,NaN
55,NaN,21.1292898488918,-1.80661173090403
65,-0.000201895861142694,NaN,NaN
75,NaN,20.5463934657753,2.69944849668257
90,0.000125815494421314,NaN,-1.79222877450613
95,NaN,20.0175931717009,NaN
100,0.000111411015725945,20.0014267026323,2.63985890345206
150,4.73841487726455e-05,14.5210169730873,2.92246589497965
200,0.000365437575176414,16.2520835655076,0.305858923953069
250,NaN,14.5078503772203,-2.32420939761179
300,NaN,22.2249034728514,NaN
350,NaN,17.2448928232694,NaN
