t,input_il6,STAT3_Obs
97,0,14.1290549540659
97,0,21.0356913448255
97,0.0005,9.06432082007299
97,0.0005,30.2912040947737
97,0.005,14.1482396793271
97,0.005,14.6663060873281
97,0.005,15.0006159929735
97,0.005,15.4517718164829
97,0.005,19.1594644819991
97,0.005,25.7611666085837
97,0.05,12.917606684597
97,0.05,14.3228085027696
97,0.05,16.6018501824144
97,0.05,17.8459731674879
97,0.05,20.0309801992768
97,0.05,20.3938932277096
97,0.1,16.5985031707549
97,0.1,21.522826975849
97,0.5,11.1237343672388
97,0.5,12.0357916809541
97,1,8.55171268416818
97,1,8.74324497339917
97,1,10.8294188720766
97,1,11.8908740179303
97,1,12.7172838603807
97,1,14.9037125964885
97,2.5,6.9034283226384
97,2.5,9.35607798735499
97,2.5,12.1604796202594
97,2.5,15.3507466404498
97,2.5,16.2657940459451
97,2.5,17.1214500355141
97,2.5,17.3030009302792
97,2.5,20.09819987586
97,5,7.43385758211359
97,5,12.5766149495831
97,5,15.0996197152246
97,5,16.7260774550637
97,5,19.7081939498946
97,5,26.1331507988286
97,10,8.95680110838793
97,10,12.6204844248817
97,10,13.7989245239784
97,10,15.1438789045798
97,10,17.6206313542178
97,10,19.555821598605
97,25,11.8299895850002
97,25,17.0447029164358
97,50,6.27469090424269
97,50,12.054616678322
97,50,16.9997651658485
97,50,18.158299051274
97,100,13.9490761092574
97,100,17.4742622574262
97,100,18.3307411598607
97,100,19.0532214784184
97,100,20.0103487072997
97,100,20.1148965524867
97,200,17.2105927888781
97,200,18.4406121571698
97,500,10.0339801781008
97,500,10.2805986342763
97,500,13.3829681904576
97,500,14.432316105827
97,500,17.739193793748
97,500,19.1386057362142
