t,input_il6,pJAK1_gp130_Obs,STAT3_Obs,nSOCS3RNA2_Obs
0,2.5,0.000531589287547438,11.0226824600322,0.0408138180988002
0,2.5,0.000565396213487472,17.2162165893055,0.0173004972834345
0,2.5,0.000633745347623832,25.1716370034679,0.0183261226191237
0,2.5,0.000655565722784707,16.5124629597081,0.0200387030026704
0,2.5,0.000727818995367899,21.1664861069542,0.0173654014075224
0,10,0.000629073173178739,20.9002219953812,0.0297116420451557
0,10,0.000647594158564333,10.5987408342755,0.0233397068620362
0,10,0.000726417947781506,22.4239186376568,0.0298962260705998
0,10,0.000864371504960243,12.3628367147219,0.0273921523970132
0,10,0.000867248492367475,21.61263074052,0.0229768886948556
0,60,0.000321809403233706,7.59230839336787,0.0248590222792263
0,60,0.000372763502876772,9.97477751691557,0.0301027060049435
0,60,0.00040034123918484,12.5104610468037,0.0140085660784001
0,60,0.000756282385352464,17.4412314614941,0.0297709599518207
0,60,0.000818386652784648,14.685354203641,0.0208571983580325
0,120,0.000407689738906447,14.7292530009336,0.020800852224342
0,120,0.000487078386688337,18.5815802371332,0.0192823381192045
0,120,0.000629395644381436,14.7894847593381,0.0287797787100111
0,120,0.0006701978855151,13.4423552997517,0.0237708088282291
0,120,0.000816133822248661,22.1405035190514,0.0198042606831836
