t,input_il6,nSOCS3RNA2_Obs
85,0,-0.00540412953317261
85,0,-0.00329488879729004
85,0.5,-9.1620384846878e-05
85,0.5,0.00294161024342903
85,1,0.00371266640075509
85,1,0.00555899410651296
85,2.5,0.0200217894132399
85,2.5,0.0253397892627994
85,5,0.0289449504779193
85,5,0.0332442624771086
85,10,0.0297877133275815
85,10,0.0361367170792921
85,25,0.0180020499035344
85,25,0.024564568076597
85,50,0.00310470587916684
85,50,0.00387445099431089
85,100,0.00548654664107299
85,100,0.00627201697824746
85,500,0.00247541099237222
85,500,0.00620989984858085
