t,input_il6,pJAK1_gp130_Obs,nSOCS3RNA2_Obs
12,0,-0.00397441903399264,4.10926470542993
12,0,0.00629114332733398,4.75283188326837
12,5,0.0013995365774291,1.92890461238382
12,5,0.00761378234011106,-6.85889790101129
12,10,0.0181051519700592,0.423213683056987
12,10,0.0242027543392602,-6.89182761894446
12,20,0.025137274202592,-0.369727934021194
12,20,0.0330500189871972,11.4277844938247
12,40,0.0362845526283091,33.8321312521002
12,40,0.0429781610394483,32.3511066586636
12,80,0.0407562878126505,50.5421660743182
12,80,0.0422075738987058,56.3035268089814
12,120,0.0304908974208938,62.2622206013212
12,120,0.0370161246059476,60.882988980178
