t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,2.04508978756251,2.76141981383217,209.507659596824
10,1.91639272984079,2.9875518578363,207.719973282541
20,NaN,2.92312642393664,NaN
25,1.97291921241643,NaN,203.670800619853
35,NaN,3.05706231699932,219.948318997023
40,2.08706050100358,NaN,NaN
45,NaN,2.92734146184711,NaN
50,NaN,NaN,216.071229171082
55,1.99498875796274,NaN,NaN
60,NaN,3.07573787983083,NaN
65,NaN,NaN,212.785496866103
75,1.99974939421768,NaN,NaN
80,NaN,2.98823560135215,NaN
85,NaN,NaN,202.563883621768
95,2.05603084108307,NaN,NaN
