t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,3.37683636004035,3.98722039537391,69.1010465131907
35,NaN,13.9078776155203,81.650074547945
50,64.3570053678747,NaN,NaN
75,NaN,11.7994308746113,82.0840964974144
100,49.53350387846,10.5728578277946,81.7714783803091
150,33.6014356327737,7.60107475322794,76.5792327672487
200,23.0956072609203,5.17376503609041,78.5762318636157
250,NaN,3.78451716314041,72.0908004037754
300,12.2667526700789,3.03970398267863,69.7968111180451
350,9.65252489281899,NaN,NaN
400,NaN,2.52907981498618,71.6057801396569
450,5.4848207592436,2.68669351239497,NaN
500,NaN,NaN,72.9404174791108
550,4.93577623984832,2.61027553199144,NaN
600,NaN,NaN,73.9308431875777
650,4.03473744348806,NaN,NaN
700,NaN,NaN,74.5646035576458
800,3.32388970092514,NaN,NaN
950,3.71639280165528,NaN,NaN
