t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,3.28112030292564,3.86915623625355,72.6315478997827
25,NaN,NaN,84.8876044735674
40,NaN,9.89891627940213,NaN
55,24.5746907404544,NaN,80.3261434371834
80,NaN,8.76961162039769,NaN
85,NaN,NaN,79.9509416348102
100,22.673269017717,8.16358918033274,75.6033038041044
150,19.1253666462759,6.21981187127323,75.452465448364
200,NaN,4.81974261467381,73.4373935320217
250,12.7474194979592,3.90331484854536,71.1772377700737
300,10.8023941629707,NaN,77.2625397066162
350,NaN,2.95274163741554,NaN
400,7.32710142674463,2.3985079941197,72.540017282175
450,6.31943874523104,NaN,NaN
500,NaN,2.55007623773202,NaN
600,4.3065128823447,NaN,NaN
650,NaN,2.78707703568101,NaN
700,4.44572785025044,NaN,NaN
850,3.54755102297208,NaN,NaN
1000,3.15427310811483,NaN,NaN
