t,Compound_4_Obs,Compound_6_Obs,Compound_9_Obs,Compound_10_Obs,Compound_11_Obs
0,4.12831342964685,5.50214006073566,160.360335620068,124.705386953423,2.59526126310154
30,50.6004326119522,NaN,117.842760376604,NaN,NaN
45,NaN,NaN,NaN,NaN,39.0587509460681
65,45.1907929009062,NaN,115.788519705085,NaN,NaN
70,NaN,6.52797252545624,NaN,127.210970383458,NaN
90,NaN,NaN,NaN,NaN,32.3123282026462
100,34.5638735314483,NaN,128.190620042358,NaN,NaN
150,21.7977849502517,7.86124117364127,148.855716146341,131.119470280997,22.273890879154
200,11.6300988304672,8.1772204406623,151.982476156561,129.97605752184,16.9909018774645
250,8.41845981098893,NaN,157.697926575352,NaN,14.0659063485378
300,5.40666099128421,8.34896906515373,152.204352499669,123.906184365366,11.3590963093447
350,NaN,NaN,152.779499194719,NaN,9.46834854436
400,NaN,7.76031924236077,NaN,133.338768684471,NaN
450,NaN,7.25502201022722,153.161201903607,NaN,5.83091402132522
500,NaN,NaN,158.472680987512,131.205458280299,NaN
550,NaN,NaN,NaN,NaN,5.42521541623942
600,NaN,5.96667635612489,NaN,NaN,NaN
650,NaN,NaN,NaN,131.794094850174,4.51436780552173
700,NaN,5.7467694695353,NaN,NaN,NaN
750,NaN,NaN,NaN,NaN,3.67156841141192
800,NaN,NaN,NaN,132.85224589391,NaN
850,NaN,5.41430858144795,NaN,NaN,NaN
900,NaN,NaN,NaN,NaN,3.68723754418605
950,NaN,NaN,NaN,133.080350996353,NaN
1000,NaN,4.99095042561948,NaN,125.521467063861,NaN
1500,NaN,4.70346813385751,NaN,133.533129770803,NaN
