t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,2.07072220062872,2.92946158431414,74.5254425448746
10,NaN,2.96805118956458,69.8534803090013
15,1.89870931734805,NaN,NaN
20,NaN,NaN,75.7937923686774
25,1.95772647146383,3.06066729266658,NaN
30,NaN,NaN,71.5432027547585
40,2.04533441662031,3.12696271740884,NaN
45,NaN,NaN,70.7486641872609
55,NaN,3.12187721020338,NaN
60,1.9978890206397,NaN,70.5406041841022
70,NaN,2.96712848886411,NaN
75,NaN,NaN,74.5532133703014
80,2.0873685478735,NaN,NaN
95,NaN,2.94792169212428,NaN
100,1.98716968643615,NaN,NaN
