t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,1.94943213521959,2.88802281316103,72.3667399477631
9,2.03546544574772,NaN,NaN
10,NaN,2.92895667775764,73.045510006702
20,2.09906448766081,3.06126243852171,NaN
25,NaN,NaN,72.3552570566923
30,2.06724024720196,2.9538903774163,NaN
40,2.04098369637342,NaN,71.9539141902686
45,NaN,2.98734833320879,NaN
50,2.0034122792456,NaN,NaN
55,NaN,NaN,72.8155894447325
60,NaN,3.0780762772369,NaN
65,2.03169456095178,NaN,NaN
70,NaN,NaN,73.7851057880751
75,NaN,3.02728282048056,NaN
80,2.03416997703075,NaN,NaN
95,NaN,3.06983293744459,72.8533342409683
