t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,3.37856197735331,4.30186634857077,72.8396802003029
40,NaN,8.67549833820627,NaN
60,20.7373863150216,NaN,72.7595889505755
80,NaN,7.64210488667689,NaN
100,18.9957852047122,6.92679474031074,70.8681210219247
150,NaN,5.29699567217276,NaN
200,13.0606441094861,4.13811359349824,74.6214242405501
250,10.6638610777677,NaN,70.3205377953267
300,NaN,2.87225628271051,74.4781874838722
350,6.73223481358507,2.7751873770315,NaN
400,5.98097549894682,2.74044014212963,75.7657138250863
500,4.96013911442904,2.85434454805324,71.2963131682968
600,4.23425307708226,2.73084799179394,76.0261437849016
700,NaN,2.69535994035866,70.2191701250334
750,3.47726551863161,NaN,NaN
850,NaN,NaN,74.8694385883786
900,3.40297813828468,NaN,NaN
1000,3.60546601072441,NaN,78.6174401907527
1500,2.52329821934143,NaN,73.2914513959963
