t,input_il6,STAT3_Obs
120,0,25.9836119501956
120,0,26.9507319211961
120,0.5,31.4298891741537
120,0.5,34.5315797198244
120,1,28.7940366736533
120,1,32.4661608711685
120,2.5,26.313493841992
120,2.5,29.265802468562
120,5,29.9397515402604
120,5,33.4400298636588
120,10,26.0878258203185
120,10,28.0199101298337
120,25,30.6606818968611
120,25,32.96030027344
120,50,29.0351728378103
120,50,29.2900883955901
120,100,28.4482403740663
120,100,30.1331910079375
120,500,24.7858334749301
120,500,26.9613049352381
