t,input_il6,STAT3_Obs
2100,0.1,28.2561655183421
2100,0.1,31.4026313584716
2100,0.5,30.1501988465466
2100,0.5,29.1195354111638
2100,1,30.1499560738217
2100,1,27.2841344526636
2100,2.5,28.2586799139986
2100,2.5,27.8116088186177
2100,5,29.4140304937365
2100,5,31.3441173672538
2100,10,24.2140309432594
2100,10,30.9281626129457
2100,25,29.7538754149416
2100,25,29.2490217768985
2100,50,27.5583815070661
2100,50,30.1130042604168
2100,100,27.751459125131
2100,100,27.6050303952504
2100,500,30.3672123143498
2100,500,29.6581885879529
