t,input_il6,pJAK1_gp130_Obs,pJAK1_pgp130_Obs,nSOCS3RNA2_Obs,nSOCS3RNA3_Obs,nSOCS3RNA5_Obs,SOCS3RNA_Obs
7,5,0.0127538290298134,0.0130529064928761,5.14726990914603,0.991759805829352,0.0971194952434953,0.000714502403385568
7,5,0.0171472986730083,0.013645519885857,1.06653727006016,0.853531139215493,0.0307540367355461,0.000317032493091859
7,5,0.0169944906450901,0.0103634149027537,0.587887693871219,0.225703315930921,0.0319716335312089,0.000549869323007289
7,5,0.0166428598435604,0.0133674021800393,3.17477591107637,2.35003274946382,0.0292035281771818,0.000137332585178883
7,20,0.0261086507001908,0.0274522299453313,12.5619704441599,3.89889571872989,0.126096186476865,0.00117807709345708
7,20,0.0236149628853801,0.0266144278188396,20.6535467197706,3.51256777120982,0.173945508093626,0.00129717815601294
7,20,0.0242587721486134,0.026692860507094,15.7750709580251,3.37026718341407,0.172431077827071,0.00118186313808164
7,20,0.0276604325508209,0.0265500235393975,17.9718624881569,3.94960967563957,0.161944993993724,0.00129197016844571
7,40,0.00346881994775201,0.00484499130675954,1.58450335024987,1.35000556501209,-0.0224680074740191,0.000309539111153519
7,40,0.00410735931923786,0.00452714110508732,0.970939364423974,0.685250607703946,0.0295066458056818,0.000224518859740769
7,40,0.00438223041829759,0.00483165066825267,-2.07059163350139,-0.54572523721157,0.00559088972693169,2.12150996869753e-05
7,40,0.00506918862111758,0.00350847466277784,-1.62190704593651,0.704870383843586,0.00772477985991762,6.54794206727986e-05
7,90,0.051517356525572,0.0551329262090251,120.947501964454,28.7876065715523,1.14422824534673,0.00794466346304096
7,90,0.050874269170024,0.0570360695752966,121.015177700171,28.7786814253573,1.1667498030242,0.00828255477466203
7,90,0.0542834262178442,0.0567407406685668,116.712753623872,28.9989480140269,1.17120257397679,0.00824315329613837
7,90,0.0497954745326925,0.0571029663171241,114.45517660989,28.9212053880254,1.17526024411508,0.00786699811295628
