t,epo_level,nSTAT5_Obs,SOCS3nRNA3_Obs
13,2.5e-09,0.0135894037895732,0.0300506268909029
13,7.905e-09,0.0764752097532127,0.0214319552794149
13,7.905e-09,0.0784362486794254,0.0255161148509576
13,7.905e-09,0.103061497754047,0.0285693463581642
13,1.25e-08,0.179588663408187,0.0278476729558268
13,1.25e-08,0.191509634179472,0.0230926382669728
13,1.25e-08,0.223991898487196,0.0266881122913044
13,1.75e-08,0.311505384052573,0.0190992091751818
13,2.5e-08,0.508116784349329,0.0214097347285305
13,2.5e-08,0.525193912605034,0.0212158598480929
13,2.5e-08,0.579194874686668,0.0275676339022228
13,3.95e-08,0.807753306926474,0.0251806333530527
13,3.95e-08,0.959300094824913,0.0245982139387852
13,3.95e-08,1.10854856626666,0.0294312330968318
13,7.9e-08,1.91808663179722,0.0234042983492615
13,1.25e-07,1.88155548259823,0.0296894817070111
13,1.25e-07,2.04128446922262,0.0265526813097
13,1.25e-07,2.25101260941402,0.0289456788757532
13,1.7675e-07,2.4864912919177,0.0281438131386718
13,2.5e-07,2.41549589314026,0.0277112335811151
13,7.905e-07,2.3337696496679,0.0282414808637573
13,2.5e-06,2.64806291377027,0.0271286322694287
