t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs
0,1.02260167542366,0.000116873952323035,0.175342623528031,4.75455954576318e-05
15,0.0198190373480645,NaN,1.06168594842789,NaN
25,0.00329322938280664,0.00187975060899252,NaN,0.00193426432003055
35,NaN,NaN,0.888323863017068,NaN
40,0.012553577449504,NaN,NaN,NaN
45,NaN,0.00179263070683255,NaN,NaN
50,NaN,NaN,0.844061790332271,NaN
55,0.00617049664266873,NaN,NaN,0.00179196603132285
70,NaN,0.00148183245663742,0.717576331387427,NaN
75,-0.00258911941060052,NaN,NaN,NaN
85,NaN,NaN,NaN,0.00135823068658665
90,NaN,NaN,0.696376533274925,NaN
95,-0.00344898202682705,0.00127212488222529,NaN,NaN
100,-0.00486587807769587,0.00122485432250324,0.666601196273697,0.0012783875797956
150,0.00829364975737916,0.000919485350542625,0.469406621361608,0.000830285319010071
200,0.000519612318347534,0.000671667680544737,0.424986879486136,0.000627411896675059
250,NaN,0.000639853399247632,0.363310609587016,0.000535190950313393
300,NaN,0.000388112841275486,0.255458392928522,0.000445094064479903
350,NaN,0.000453119583040016,NaN,0.000425663468384071
400,NaN,0.000452954781592222,NaN,NaN
450,NaN,0.000379861027862968,NaN,0.000316771374191677
