t,Reelin_input,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs
20,0,1.00385698303393,8.92097321851214e-05,-7.7413759463581e-05
20,0.00012207,1.00168792626881,0.000133680100824737,-5.51111070000629e-05
20,0.00024414,1.00779817581817,0.000120035235829798,1.47449116836256e-05
20,0.00048828,1.01456317350111,0.000130302974836288,4.47649494299791e-07
20,0.00097656,0.93577299031013,0.000120870763084025,0.00019079752788068
20,0.0019531,0.911856801636057,0.000235679436229878,0.000177286888540782
20,0.0039062,0.69580764640591,0.000465168959423745,0.000342120527527142
20,0.0078125,0.541103342624577,0.000801367327114778,0.000735115952122317
20,0.015625,0.318144727037935,0.00112540232656179,0.00109291317387276
20,0.03125,0.188246525834068,0.00132770133088156,0.00135044097692638
20,0.125,0.120554829609463,0.00152746520765295,0.00162142181609757
20,0.25,-0.0147167836660073,0.00164262614518217,0.00175323458069753
20,0.5,0.104401574953521,0.00172701325181799,0.00180552874482226
20,1,0.0595804896725781,0.00181210385851115,0.00197598853215391
