t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,1.04190186007163,0.00338946625979262,0.0032615721857267
7,NaN,NaN,0.0034164340419357
9.5,NaN,0.00365472667585372,NaN
15,NaN,NaN,0.00321066457112941
20,NaN,0.00333452850829316,NaN
25,1.23286489662809,NaN,0.00358091840672524
30,NaN,0.00331313755142898,NaN
35,NaN,NaN,0.00308495350380463
40,NaN,0.00364368456840761,NaN
45,NaN,NaN,0.00336527303254338
55,1.08463856107747,0.00342745142262342,NaN
70,NaN,0.00340718213899617,NaN
80,1.28813817367374,NaN,NaN
85,NaN,0.00333087025526245,NaN
100,1.23742186902143,0.00345962510314936,NaN
150,1.34039721092507,NaN,NaN
200,1.65697190551472,NaN,NaN
250,1.46780171160016,NaN,NaN
300,1.64035552735207,NaN,NaN
350,1.68609414198364,NaN,NaN
450,1.81380151456077,NaN,NaN
550,1.78853578520516,NaN,NaN
