t,Compound_1_Obs,Compound_2_Obs,Compound_4_Obs
0,1.18217459195965,0.00336914832806751,-0.0498792587506726
25,0.730251111972612,0.00193067742525915,0.470624921329826
50,0.447981582907928,0.00119430966517145,0.779417255617461
75,0.258901837907347,NaN,NaN
80,NaN,0.000746568430160655,1.02757981046677
100,0.201116732986093,0.000543040382665268,1.08998119011627
150,0.0858111283739486,0.00030719899879849,1.24347458529383
200,0.0553439558701397,0.000542275587302233,1.37330645788352
250,0.037440441700367,0.000194841676459899,1.37221569931006
300,0.0678167529717025,8.54320829735523e-05,NaN
350,0.0687648996150461,NaN,1.51415125590409
400,NaN,NaN,1.51308226632709
450,0.053423587735263,NaN,NaN
500,NaN,NaN,1.69000234851456
600,NaN,NaN,1.8453577166931
