t,epo_level,Compound_1_Obs,Compound_2_Obs,Compound_7_Obs
14,2.5e-09,36.4103254819781,78.8604212897068,5.85409165521479
14,2.5e-09,40.4965665036179,79.6375314080586,2.59420870175111
14,2.5e-09,40.7055519307565,152.589545468596,6.469754247089
14,2.5e-08,38.7254989271002,116.34978595248,52.9270052696011
14,2.5e-08,42.6100053040486,82.7174935052637,27.7982701886241
14,2.5e-08,71.0488162611343,129.96830497145,74.5822004557605
14,2.5e-07,247.420024323518,124.678340059101,407.823525309067
14,2.5e-07,271.271490123114,131.468845065738,453.252957786228
14,2.5e-07,315.691864828837,159.349058485112,534.667137324035
14,2.5e-06,711.070296076738,200.158271380173,967.802186802635
14,2.5e-06,735.883976713775,187.71113668587,797.43975189317
14,2.5e-06,768.278339004812,187.294307364387,1159.892678851
14,2.5e-05,282.05987069811,165.334316153435,1201.21581070622
14,2.5e-05,626.188672207514,272.222855105558,855.626121689603
14,2.5e-05,1162.69237632387,211.41526248065,812.546275533705
