t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs,Compound_7_Obs,Compound_8_Obs
0,40.9957451157447,58.9036160421867,0.840385722124561,1.69868505316824,55.8119171580854,0,1.14065210704293,17.2820257962163
15,NaN,NaN,15.2668603431726,NaN,NaN,NaN,NaN,NaN
20,268.534139191346,209.507959840269,NaN,891.168527804613,NaN,120.200614262166,NaN,505.272105027655
25,NaN,NaN,NaN,NaN,NaN,NaN,1103.636474411,NaN
30,NaN,NaN,NaN,NaN,47.7069974305564,NaN,NaN,NaN
35,NaN,NaN,529.718912018173,NaN,NaN,NaN,NaN,NaN
40,NaN,NaN,NaN,1146.11874963024,NaN,955.416052835238,NaN,NaN
45,1937.62448323994,1054.56993645701,NaN,NaN,NaN,NaN,996.978138643495,1611.1914990059
50,NaN,NaN,502.36094467871,NaN,NaN,NaN,NaN,NaN
60,NaN,NaN,NaN,1025.98791379604,42.8917996052287,1642.71530064622,NaN,NaN
65,NaN,1294.71420210968,NaN,NaN,NaN,NaN,NaN,NaN
70,2005.17224521896,NaN,749.470094474497,NaN,NaN,NaN,1284.57878916076,3080.4589900034
80,NaN,NaN,NaN,3139.91642781898,NaN,1478.37095415393,NaN,NaN
90,NaN,765.824082832707,NaN,NaN,NaN,NaN,NaN,NaN
95,1223.27427928876,NaN,764.446808947458,NaN,29.7186620949397,NaN,NaN,2075.81053465614
100,1364.97388757803,701.687573892138,385.016258924858,1261.84780610642,NaN,1837.35389834757,1500.04733625691,1857.55105845346
150,1249.6506275718,378.195357188347,411.193958547002,606.966680410986,37.2931297980256,672.469108495542,1183.42519426646,1316.64372216419
200,704.055488464335,578.181940971736,292.844530769318,540.246750025404,42.6236336635081,602.955130137718,864.6666041491,1078.82258328139
250,518.961474870287,473.185632739527,311.464132343655,615.279996681052,31.3639040927775,683.290343898942,544.691977489983,712.945163593327
300,707.413115668497,394.160125819649,342.224537894907,396.697674292675,NaN,1153.73689416745,699.65974403854,1998.0307248696
350,732.267561183058,242.351269701194,NaN,716.287622848939,48.8574311920987,1296.28112737613,781.89640474791,707.988318343214
400,1238.03454326237,457.365804496087,NaN,934.692244739182,53.8721516446532,NaN,NaN,NaN
450,NaN,NaN,NaN,NaN,NaN,NaN,678.430152299174,1163.90208832899
500,NaN,NaN,NaN,NaN,35.1876563791846,NaN,NaN,NaN
