t,epo_level,Compound_3_Obs,Compound_4_Obs,Compound_8_Obs
9,2.5e-09,0.0198593156357543,1.71097519218119,2.60404710109434
9,2.5e-09,0.026699525346841,1.86567237736055,2.05911074914228
9,2.5e-09,0.0286932767882948,1.82717716771413,1.48190023220947
9,7.905e-09,0.0229758974450348,3.41062316620164,3.11994396259975
9,1.25e-08,0.05445886602313,6.86922086935598,3.58036846021281
9,1.75e-08,0.0799134173346287,6.07644307757254,9.31012224975852
9,2.5e-08,0.0639014493984403,9.81749199060992,12.3850730873958
9,2.5e-08,0.0784066508173442,14.6429448765892,18.9863928444562
9,2.5e-08,0.106099103207764,12.0627386095632,7.4860951223266
9,3.95e-08,0.137065382853719,25.3806199836425,31.3008088774568
9,3.95e-08,0.215191938134924,33.9856565743239,17.6940290309622
9,3.95e-08,0.235954482565488,19.1410543724372,18.9842831657482
9,7.9e-08,0.248540742755858,51.7606287399937,30.4847508320043
9,1.25e-07,0.704442493554721,92.0641865935012,136.664282449202
9,1.7675e-07,1.12087115088706,219.833521964597,129.858024130049
9,2.5e-07,1.18483086697798,175.525265655427,136.459423199255
9,2.5e-07,1.49626787594228,181.68433464184,231.066297375006
9,2.5e-07,2.2431536102189,163.686239180016,193.998308389444
9,7.905e-07,2.57322765559732,248.074907330276,415.711763841326
9,7.905e-07,4.64518552928338,532.602164674773,344.199864629265
9,7.905e-07,4.83874054965014,353.288696667613,261.310467290103
9,2.5e-06,7.143918742885,575.327581121741,551.032061515018
9,2.5e-06,7.63777022124787,500.742248695127,454.29670824817
9,2.5e-06,10.3912171755876,420.064326033722,424.441201607195
