t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs,Compound_7_Obs,Compound_8_Obs
0,45.1521947962994,88.9283835482028,78.1228677189672,0.0762294996599532,67.8726324996558,0,0.0691170134525919,0.883140429810098
10,181.355513643634,80.7835139620464,77.7918499448073,1.21990629737638,55.7373021220188,NaN,NaN,NaN
15,NaN,NaN,NaN,NaN,NaN,0.374466359367159,8.05736935707912,8.76114245237037
25,72.712762132176,99.9701670251217,121.38675924956,44.9997967012446,83.1695609597875,3.37788410262518,28.6544502622657,15.8251645428992
35,NaN,106.654550165414,69.4028824475305,43.0803387479685,41.0235243482931,NaN,NaN,NaN
40,167.389313289856,NaN,NaN,NaN,NaN,27.8550661561384,67.2478033346466,49.7808914038645
50,NaN,107.014478782474,141.6697018224,68.8924289522208,27.5073190749258,NaN,NaN,NaN
55,146.044988758751,NaN,NaN,NaN,NaN,37.7443327698906,161.946155140885,105.758693155508
65,NaN,143.540236379159,152.635931046773,68.9977011092552,39.6570292998927,NaN,NaN,NaN
70,272.876448604145,NaN,NaN,NaN,NaN,49.7712576494747,194.740533162967,185.388648151243
80,NaN,119.621044878915,187.20396822139,137.113619403965,48.2432084869815,NaN,NaN,NaN
85,304.5195348572,NaN,NaN,NaN,NaN,NaN,123.965615399794,NaN
90,NaN,NaN,NaN,NaN,NaN,103.556194871009,NaN,153.204718542243
100,188.166538585979,141.463857915482,88.553025322908,112.869752385409,43.3307674765857,101.46842940664,98.5544039486919,182.502667701707
150,174.366851361878,220.231508038022,89.3100072683024,95.5490213344432,71.8336998777474,210.394653940184,140.352883169262,149.519619920354
200,191.999426503178,124.375042899237,156.471993468117,57.3795728398971,76.6220654908853,89.747367258629,134.325074123454,190.127918529674
250,152.04134191022,60.4076042657268,142.822221545448,109.780157358456,NaN,66.9953110083555,125.214425032531,154.323343796477
300,223.236502604302,175.579727962229,98.3732285714223,66.929984236666,NaN,127.92095212856,158.25088083848,87.6915304469015
