t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs,Compound_4_Obs,Compound_5_Obs,Compound_6_Obs,Compound_7_Obs,Compound_8_Obs
0,230.935403946601,100.626380776894,61.0491449125531,0.128848387656634,55.8066280701788,0,0.125667993593701,1.15515447708029
10,NaN,93.1215889110875,39.2228310005852,1.60558794048901,69.9693712648921,NaN,1.13603834487291,3.60754982272601
15,112.935322789094,NaN,NaN,NaN,NaN,0.249969233114855,NaN,NaN
20,NaN,NaN,NaN,NaN,69.9594335217852,NaN,NaN,NaN
25,85.4183936653557,74.7001814719877,128.122332438954,17.8330972465035,NaN,3.79462461165559,9.31741295433847,39.0172248338913
30,NaN,NaN,NaN,NaN,51.4327329225919,NaN,NaN,NaN
35,NaN,109.375721758747,83.7352985666345,36.7706368143485,NaN,NaN,31.6942434467605,58.3520495887344
40,123.842282652925,NaN,NaN,NaN,45.9885123136634,26.6252176947412,NaN,NaN
50,NaN,78.0698869000778,105.110429631162,131.654827460266,NaN,NaN,62.421288968332,90.4205670484619
55,294.983225312899,NaN,NaN,NaN,36.9766646361268,98.8705159097847,NaN,NaN
65,NaN,97.6834342857986,111.457888963702,112.511285237708,NaN,NaN,111.132140133262,138.179736724353
70,230.988126452215,NaN,NaN,NaN,64.833244332498,121.319777912461,NaN,NaN
80,NaN,107.671591351607,136.840547810226,NaN,NaN,NaN,126.458404978121,187.994133959071
85,NaN,NaN,NaN,106.739232852092,78.3787676097749,NaN,NaN,NaN
90,326.585217957815,NaN,NaN,NaN,NaN,96.8239703800035,NaN,NaN
95,NaN,NaN,202.611523102936,NaN,NaN,NaN,144.814740391452,NaN
100,280.103603125231,253.619935026451,144.798000972816,103.886316582996,50.236825805071,169.608509829584,133.75048100975,182.334977464787
150,314.20245719997,142.991053731336,161.599045012821,109.587988039113,47.6348025440066,96.7621578092963,72.806521852337,157.691285434408
200,166.675411942633,94.5195314725575,116.672345587104,73.9019845244077,24.7856526921194,129.313371311181,47.1295813894995,118.687722635864
250,91.6381535001074,120.697231215652,144.305246727888,78.6734739471001,NaN,77.0973030665372,88.8868661021017,153.292049985415
300,135.7498999816,193.894683357649,101.354657252741,98.6814111140565,NaN,158.645553873769,112.522951910851,134.312672628332
