t,input_il6,JAK1_gp130_Obs
1200,0.1,0.916375853182473
1200,0.1,0.94971760601534
1200,0.5,0.748433459702987
1200,0.5,0.92552001944593
1200,1,0.684376931920277
1200,1,0.771184636411171
1200,2.5,0.636596894884985
1200,2.5,0.752613787462894
1200,5,0.400667950757867
1200,5,0.699066518594303
1200,10,0.40722728989491
1200,10,0.410479790617298
1200,25,0.240714784001752
1200,25,0.272394702446323
1200,50,0.161839635255538
1200,50,0.168462734191656
1200,100,0.196728605497016
1200,100,0.271037425008783
1200,500,0.00583404156725104
1200,500,0.0776068668266695
