t,input_il6,STAT3_Obs
11,0.1,43.1614044812478
11,0.1,57.2425340026612
11,0.1,58.7378466260472
11,0.1,60.1380879877589
11,1,51.4037254682172
11,1,51.412500077028
11,1,56.9588852594267
11,1,60.2785820242738
11,5,41.0800143020953
11,5,45.1174554452862
11,5,52.7619051025552
11,5,67.1461750540884
11,10,35.3107929391939
11,10,41.6951735681999
11,10,47.1048631113653
11,10,59.7932558345537
11,50,26.2823593067372
11,50,27.1585869016147
11,50,29.8158017395134
11,50,37.6297966854737
11,100,19.1195691999213
11,100,23.4499544959029
11,100,32.6812305317891
11,100,41.2759266995331
11,500,19.9024338297247
11,500,20.1930801944123
11,500,26.5572664328217
11,500,28.9713223541295
