t,Compound_2_Obs,Compound_3_Obs
0,3.37177770431565,0.00622113193101155
10,NaN,0.337563198271239
15,55.6402989486598,NaN
25,NaN,0.204222633951993
30,25.0791203395295,NaN
40,NaN,0.150674065746141
45,6.17211294002951,NaN
55,NaN,0.0347821795253296
60,5.83898738429705,NaN
70,NaN,0.0702016548169999
75,13.3611613568268,NaN
90,NaN,0.183177893490909
95,17.747028336014,NaN
100,19.3847314371903,0.0841864783973405
150,1.23098285239883,0.00387825021351993
200,1.07523953452343,NaN
250,1.81344404440121,NaN
300,3.09487644544828,NaN
