t,Compound_1_Obs,Compound_2_Obs,Compound_3_Obs
0,64.9592826968941,4.92018732544461,0.011107445745583
7.5,NaN,26.6518310449943,NaN
8.5,33.8957218699629,NaN,NaN
10,NaN,NaN,0.190067924021313
15,33.3969741628649,56.5029646567437,NaN
25,25.0898746937633,39.5748319812164,0.576785740531826
30,NaN,32.7192086207596,NaN
35,NaN,NaN,0.151034692658677
40,42.0664987519389,10.8983907353652,NaN
50,62.2387446284136,NaN,0.0490151058536872
55,NaN,6.34385490924035,NaN
65,60.7898410954203,10.8446754881904,NaN
70,NaN,NaN,0.0568296230352995
80,40.9563019418851,17.472480733743,NaN
85,NaN,NaN,0.0680044085065083
95,NaN,17.0561268806734,NaN
100,18.3391503540762,13.1198340369091,0.0748637702648532
150,37.3548559510899,9.34311136079503,0.0714584552377258
