t,input_il6,Compound_1_Obs
86,0,32.3146830095562
86,0,37.03738763212
86,0,47.0212518186448
86,0,63.2193637664885
86,0,71.9780678798332
86,0,74.0341011057948
86,0.0005,41.8936525131243
86,0.0005,48.38392272923
86,0.005,68.458994099788
86,0.005,69.3998750551053
86,0.05,61.8685262454192
86,0.05,63.913866272625
86,0.1,28.9945181173188
86,0.1,35.355358286885
86,0.1,39.4104888466133
86,0.1,45.5235203264029
86,0.1,48.7552248505046
86,0.1,56.8544983742602
86,0.1,73.3324709048162
86,0.1,78.9853658218463
86,0.5,42.2684890726456
86,0.5,48.9974569810049
86,0.5,52.7131510199193
86,0.5,59.5095775306243
86,0.5,68.6621228669865
86,0.5,78.8693679249448
86,1,28.7670129627542
86,1,34.5295388102627
86,1,35.5294506350833
86,1,41.1910730254315
86,1,48.5762278915407
86,1,79.5214589002558
86,2.5,49.9210231937548
86,2.5,63.9941932739568
86,5,31.4897939243794
86,5,37.3398776265463
86,5,54.2605086062528
86,5,63.5990972061394
86,10,32.7057325663728
86,10,33.1193341911902
86,10,40.7271180630681
86,10,41.9467736481391
86,10,44.8015388470993
86,10,47.4712279969475
86,10,48.322016123202
86,10,75.3653798074699
86,25,31.8114493145689
86,25,39.0241841058382
86,25,39.3752869420752
86,25,48.0865705337021
86,25,48.9069214873816
86,25,60.6375736198853
86,50,28.7399276609616
86,50,66.4736943019329
86,100,29.7618807736181
86,100,29.8588976471458
86,100,35.0244238893866
86,100,35.256832085969
86,100,36.745829470542
86,100,43.9145904341566
86,200,35.2572051565307
86,200,37.6720010520585
86,200,43.2021948500889
86,200,43.9099963608115
86,200,45.6415966980512
86,200,46.927800487365
86,500,28.8169519952957
86,500,54.5923020091598
