t,Compound_2_Obs,Compound_3_Obs
0,4.11140088051545,0.00813814327170229
7.5,6.77625223554342,0.0216064029000249
15,25.5132603963394,0.0575148359025576
25,21.7910787154684,0.199411408375313
30,9.99692410542602,NaN
35,NaN,0.15669693897135
40,14.6013817794088,NaN
45,NaN,0.153818236947546
50,14.0825803052541,NaN
55,NaN,0.04712722944099
65,9.11344977382988,NaN
70,NaN,0.0433036661635022
80,6.55204118112485,NaN
85,NaN,0.0464484167547748
95,10.2571985214921,NaN
100,12.1771524916629,0.0341763900078787
150,6.05606434864966,NaN
