t,input_il6,Compound_3_Obs
1300,0.1,0.0849163445561669
1300,0.1,0.123367292700343
1300,0.5,0.165953896150887
1300,0.5,0.163266349140834
1300,1,0.0957876560864928
1300,1,0.144776649910231
1300,2.5,0.0880960286491893
1300,2.5,0.191455474517332
1300,5,0.298634024790238
1300,5,0.0971446446272968
1300,10,0.134839263413333
1300,10,0.132368060035545
1300,25,0.203697829058393
1300,25,0.099691531686415
1300,50,0.196650070315818
1300,50,0.093325819380924
1300,100,0.162349752995498
1300,100,0.169759146260178
1300,500,0.140638402633445
1300,500,0.247817727815711
